"Plot Title: 86_4_s1"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766683, SEN S/N: 10766683, LBL: pressure)","Temp, °C (LGR S/N: 10766683, SEN S/N: 10766683, LBL: temp)","Coupler Detached (LGR S/N: 10766683, SEN S/N: 10766683)","End Of File (LGR S/N: 10766683, SEN S/N: 10766683)"
373,03/11/19 01:00:00 PM,95.437,3.472,,
374,03/11/19 01:00:00 PM,95.509,3.472,,
375,03/11/19 01:00:00 PM,95.580,3.472,,
376,03/11/19 01:00:00 PM,95.570,3.472,,
377,03/11/19 01:00:00 PM,95.642,3.472,,
378,03/11/19 01:00:00 PM,95.663,3.472,,
379,03/11/19 01:00:00 PM,95.765,3.472,,
380,03/11/19 01:00:00 PM,95.827,3.472,,
381,03/11/19 01:00:00 PM,95.889,3.472,,
382,03/11/19 01:00:00 PM,95.909,3.472,,
383,03/11/19 01:00:00 PM,95.950,3.472,,
384,03/11/19 01:00:00 PM,95.919,3.472,,
385,03/11/19 01:00:00 PM,95.847,3.472,,
386,03/11/19 01:00:00 PM,95.817,3.472,,
387,03/11/19 01:00:00 PM,95.765,3.472,,
388,03/11/19 01:00:00 PM,95.724,3.472,,
389,03/11/19 01:00:00 PM,95.693,3.472,,
390,03/11/19 01:00:00 PM,95.683,3.472,,
391,03/11/19 01:00:00 PM,95.693,3.472,,
392,03/11/19 01:00:00 PM,95.683,3.472,,
393,03/11/19 01:00:00 PM,95.734,3.472,,
394,03/11/19 01:00:00 PM,95.745,3.472,,
395,03/11/19 01:00:00 PM,95.704,3.472,,
396,03/11/19 01:00:00 PM,95.683,3.472,,
397,03/11/19 01:00:00 PM,95.673,3.472,,
398,03/11/19 01:00:00 PM,95.611,3.472,,
399,03/11/19 01:00:00 PM,95.591,3.472,,
400,03/11/19 01:00:00 PM,95.560,3.472,,
401,03/11/19 01:00:00 PM,95.570,3.472,,
402,03/11/19 01:00:00 PM,95.560,3.472,,
403,03/11/19 01:00:00 PM,95.550,3.472,,
404,03/11/19 01:00:00 PM,95.539,3.472,,
405,03/11/19 01:00:00 PM,95.488,3.472,,
406,03/11/19 01:00:00 PM,95.426,3.472,,
407,03/11/19 01:00:00 PM,95.355,3.472,,
408,03/11/19 01:00:00 PM,95.283,3.472,,
409,03/11/19 01:00:00 PM,95.211,3.472,,
410,03/11/19 01:00:00 PM,95.118,3.472,,
411,03/11/19 01:00:00 PM,94.985,3.472,,
412,03/11/19 01:00:00 PM,94.903,3.472,,
413,03/11/19 01:00:00 PM,94.882,3.472,,
414,03/11/19 01:00:00 PM,94.872,3.472,,
415,03/11/19 01:00:00 PM,94.872,3.472,,
416,03/11/19 01:00:00 PM,94.851,3.472,,
417,03/11/19 01:00:00 PM,94.893,3.472,,
418,03/11/19 01:00:00 PM,94.882,3.472,,
419,03/11/19 01:00:00 PM,94.790,3.472,,
420,03/11/19 01:00:00 PM,94.780,3.472,,
421,03/11/19 01:00:00 PM,94.831,3.472,,
422,03/11/19 01:00:00 PM,94.759,3.472,,
423,03/11/19 01:00:00 PM,94.677,3.472,,
424,03/11/19 01:00:00 PM,94.636,3.472,,
425,03/11/19 01:00:00 PM,94.626,3.472,,
426,03/11/19 01:00:00 PM,94.564,3.472,,
427,03/11/19 01:00:00 PM,94.564,3.472,,
428,03/11/19 01:00:00 PM,94.574,3.472,,
429,03/11/19 01:00:00 PM,94.595,3.472,,
430,03/11/19 01:00:00 PM,94.564,3.472,,
431,03/11/19 01:00:00 PM,94.533,3.472,,
432,03/11/19 01:00:00 PM,94.533,3.472,,
433,03/11/19 01:00:00 PM,94.492,3.472,,
434,03/11/19 01:00:00 PM,94.461,3.472,,
435,03/11/19 01:00:00 PM,94.472,3.472,,
436,03/11/19 01:00:00 PM,94.472,3.472,,
437,03/11/19 01:00:00 PM,94.482,3.472,,
438,03/11/19 01:00:00 PM,94.533,3.472,,
439,03/11/19 01:00:00 PM,94.605,3.472,,
440,03/11/19 01:00:00 PM,94.698,3.472,,
441,03/11/19 01:00:00 PM,94.800,3.472,,
442,03/11/19 01:00:00 PM,94.831,3.472,,
443,03/11/19 01:00:00 PM,94.851,3.472,,
444,03/11/19 01:00:00 PM,94.872,3.472,,
445,03/11/19 01:00:00 PM,94.903,3.472,,
446,03/11/19 01:00:00 PM,94.923,3.472,,
447,03/11/19 01:00:00 PM,94.893,3.472,,
448,03/11/19 01:00:00 PM,94.862,3.472,,
449,03/11/19 01:00:00 PM,94.893,3.472,,
450,03/11/19 01:00:00 PM,94.944,3.472,,
451,03/11/19 01:00:00 PM,94.934,3.472,,
452,03/11/19 01:00:00 PM,94.975,3.472,,
453,03/11/19 01:00:00 PM,94.975,3.472,,
454,03/11/19 01:00:00 PM,94.954,3.472,,
455,03/11/19 01:00:00 PM,94.913,3.472,,
456,03/11/19 01:00:00 PM,94.882,3.472,,
457,03/11/19 01:00:00 PM,94.759,3.472,,
458,03/11/19 01:00:00 PM,94.687,3.472,,
459,03/11/19 01:00:00 PM,94.595,3.472,,
460,03/11/19 01:00:00 PM,94.461,3.472,,
461,03/11/19 01:00:00 PM,94.390,3.472,,
462,03/11/19 01:00:00 PM,94.349,3.472,,
463,03/11/19 01:00:00 PM,94.328,3.472,,
464,03/11/19 01:00:00 PM,94.308,3.472,,
465,03/11/19 01:00:00 PM,94.318,3.472,,
466,03/11/19 01:00:00 PM,94.266,3.472,,
467,03/11/19 01:00:00 PM,94.215,3.472,,
468,03/11/19 01:00:00 PM,94.133,3.472,,
469,03/11/19 01:00:00 PM,94.061,3.472,,
470,03/11/19 01:00:00 PM,93.989,3.472,,
471,03/11/19 01:00:00 PM,93.928,3.472,,
472,03/11/19 01:00:00 PM,93.815,3.472,,
473,03/11/19 01:00:00 PM,93.723,3.472,,
474,03/11/19 01:00:00 PM,93.651,3.472,,
475,03/11/19 01:00:00 PM,93.641,3.472,,
476,03/11/19 01:00:00 PM,93.569,3.472,,
477,03/11/19 01:00:00 PM,93.528,3.472,,
